studentId,problemId,skill,correct
1,415,jh_數學2上_FourOperationsOfRadicals,0
1,690,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
1,397,jh_數學2上_BasicPropertiesOfRadicalOperations,0
1,702,jh_數學2下_IdentifyingAndConstructingParallelograms,1
1,500,jh_數學2上_WordProblems,0
1,230,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,403,jh_數學2上_BasicPropertiesOfRadicalOperations,1
1,62,jh_數學1上_FourArithmeticOperationsOfIntegers,1
1,710,jh_數學2下_IdentifyingAndConstructingParallelograms,0
1,85,jh_數學1上_CommonDivisibilityRules,0
1,786,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,1
1,501,jh_數學2上_WordProblems,0
1,770,jh_數學3上_ParallelLinesProportionalSegmentsProperty,1
1,691,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
1,229,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,394,jh_數學2上_BasicPropertiesOfRadicalOperations,1
1,253,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
1,766,jh_數學3上_ParallelLinesProportionalSegmentsProperty,0
1,372,jh_數學2上_PolynomialDivision,0
1,717,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
1,85,jh_數學1上_CommonDivisibilityRules,1
1,417,jh_數學2上_FourOperationsOfRadicals,0
1,56,jh_數學1上_FourArithmeticOperationsOfIntegers,0
1,26,jh_數學1上_IntegerAdditionOperation,1
1,493,jh_數學2上_WordProblems,0
1,502,jh_數學2上_WordProblems,1
1,723,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
1,761,jh_數學3上_ParallelLinesProportionalSegmentsProperty,0
1,364,jh_數學2上_PolynomialDivision,1
1,787,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
1,352,jh_數學2上_PolynomialAdditionAndSubtraction,0
1,28,jh_數學1上_IntegerAdditionOperation,1
1,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
1,723,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
1,21,jh_數學1上_IntegerAdditionOperation,0
1,370,jh_數學2上_PolynomialDivision,1
1,373,jh_數學2上_PolynomialDivision,1
1,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
1,873,jh_數學3上_GeometricProof,0
1,406,jh_數學2上_FourOperationsOfRadicals,1
1,786,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
1,861,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
1,721,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
1,773,jh_數學3上_ParallelLinesProportionalSegmentsProperty,1
1,226,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,88,jh_數學1上_CommonDivisibilityRules,0
1,63,jh_數學1上_FourArithmeticOperationsOfIntegers,0
1,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
1,783,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,1
1,348,jh_數學2上_PolynomialAdditionAndSubtraction,0
1,234,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,405,jh_數學2上_FourOperationsOfRadicals,1
1,25,jh_數學1上_IntegerAdditionOperation,0
1,775,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
1,784,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
1,709,jh_數學2下_IdentifyingAndConstructingParallelograms,1
1,25,jh_數學1上_IntegerAdditionOperation,1
1,867,jh_數學3上_GeometricProof,1
1,253,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
1,353,jh_數學2上_PolynomialAdditionAndSubtraction,0
1,761,jh_數學3上_ParallelLinesProportionalSegmentsProperty,1
1,90,jh_數學1上_CommonDivisibilityRules,1
1,349,jh_數學2上_PolynomialAdditionAndSubtraction,1
1,783,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,1
1,21,jh_數學1上_IntegerAdditionOperation,1
1,249,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
1,56,jh_數學1上_FourArithmeticOperationsOfIntegers,1
1,366,jh_數學2上_PolynomialDivision,1
1,712,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
1,246,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
1,83,jh_數學1上_CommonDivisibilityRules,1
1,871,jh_數學3上_GeometricProof,0
1,697,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
1,346,jh_數學2上_PolynomialAdditionAndSubtraction,1
1,401,jh_數學2上_BasicPropertiesOfRadicalOperations,0
1,764,jh_數學3上_ParallelLinesProportionalSegmentsProperty,0
1,232,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
1,353,jh_數學2上_PolynomialAdditionAndSubtraction,1
1,368,jh_數學2上_PolynomialDivision,0
1,367,jh_數學2上_PolynomialDivision,1
1,57,jh_數學1上_FourArithmeticOperationsOfIntegers,1
1,868,jh_數學3上_GeometricProof,0
1,25,jh_數學1上_IntegerAdditionOperation,1
1,24,jh_數學1上_IntegerAdditionOperation,1
1,249,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
1,698,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
1,369,jh_數學2上_PolynomialDivision,0
1,853,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
1,865,jh_數學3上_GeometricProof,1
1,782,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,1
1,495,jh_數學2上_WordProblems,1
1,352,jh_數學2上_PolynomialAdditionAndSubtraction,1
1,19,jh_數學1上_IntegerAdditionOperation,1
1,226,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,872,jh_數學3上_GeometricProof,0
1,393,jh_數學2上_BasicPropertiesOfRadicalOperations,1
1,854,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
1,706,jh_數學2下_IdentifyingAndConstructingParallelograms,0
1,697,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
1,864,jh_數學3上_GeometricProof,1
1,228,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,697,jh_數學2下_MeaningAndPropertiesOfParallelograms,1
1,862,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
1,353,jh_數學2上_PolynomialAdditionAndSubtraction,0
1,28,jh_數學1上_IntegerAdditionOperation,1
1,410,jh_數學2上_FourOperationsOfRadicals,0
1,749,jh_數學3上_ParallelLinesProportionalSegmentsProperty,1
1,779,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
1,227,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
1,368,jh_數學2上_PolynomialDivision,0
2,858,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
2,696,jh_數學2下_MeaningAndPropertiesOfParallelograms,1
2,59,jh_數學1上_FourArithmeticOperationsOfIntegers,0
2,495,jh_數學2上_WordProblems,1
2,55,jh_數學1上_FourArithmeticOperationsOfIntegers,1
2,354,jh_數學2上_PolynomialAdditionAndSubtraction,1
2,417,jh_數學2上_FourOperationsOfRadicals,0
2,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
2,781,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,1
2,859,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,0
2,752,jh_數學3上_ParallelLinesProportionalSegmentsProperty,0
2,400,jh_數學2上_BasicPropertiesOfRadicalOperations,0
2,236,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
2,91,jh_數學1上_CommonDivisibilityRules,0
2,366,jh_數學2上_PolynomialDivision,0
2,755,jh_數學3上_ParallelLinesProportionalSegmentsProperty,1
2,370,jh_數學2上_PolynomialDivision,0
2,403,jh_數學2上_BasicPropertiesOfRadicalOperations,1
2,373,jh_數學2上_PolynomialDivision,1
2,22,jh_數學1上_IntegerAdditionOperation,1
2,855,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
2,502,jh_數學2上_WordProblems,0
2,406,jh_數學2上_FourOperationsOfRadicals,1
2,860,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,0
2,227,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
2,723,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
2,234,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
2,415,jh_數學2上_FourOperationsOfRadicals,0
2,865,jh_數學3上_GeometricProof,1
2,365,jh_數學2上_PolynomialDivision,1
2,857,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
2,693,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
2,409,jh_數學2上_FourOperationsOfRadicals,0
2,90,jh_數學1上_CommonDivisibilityRules,1
2,85,jh_數學1上_CommonDivisibilityRules,0
2,348,jh_數學2上_PolynomialAdditionAndSubtraction,1
2,54,jh_數學1上_FourArithmeticOperationsOfIntegers,0
2,864,jh_數學3上_GeometricProof,1
2,413,jh_數學2上_FourOperationsOfRadicals,1
2,414,jh_數學2上_FourOperationsOfRadicals,0
2,779,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
2,717,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
2,868,jh_數學3上_GeometricProof,1
2,857,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,0
2,759,jh_數學3上_ParallelLinesProportionalSegmentsProperty,0
2,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
2,393,jh_數學2上_BasicPropertiesOfRadicalOperations,1
2,702,jh_數學2下_IdentifyingAndConstructingParallelograms,0
2,787,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,0
2,368,jh_數學2上_PolynomialDivision,0
2,347,jh_數學2上_PolynomialAdditionAndSubtraction,1
2,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
2,19,jh_數學1上_IntegerAdditionOperation,1
2,860,jh_數學3上_InscribedAngleParallelChordsAndCyclicQuadrilateral,1
2,52,jh_數學1上_FourArithmeticOperationsOfIntegers,1
2,716,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
2,722,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
2,84,jh_數學1上_CommonDivisibilityRules,1
2,781,jh_數學3上_ApplicationOfParallelLinesProportionalSegmentsProperty,1
2,413,jh_數學2上_FourOperationsOfRadicals,0
2,364,jh_數學2上_PolynomialDivision,1
2,83,jh_數學1上_CommonDivisibilityRules,1
